T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application,Device
.458153000,24.368305104,3.511769346,.419484000,25.245942104,3.6695800627,.0000541512,215620,3716,NA,470628.8074071325,8858.5023505068,NA,NA,.877637000,25.245942104,.877637000,Edge-Only,PocketSphinx,192.168.1.182
.477592000,14.305402230,3.502708621,.386430000,15.169424230,3.1389992809,.0000317894,148876,3700,NA,311722.1393993199,9574.8259710684,NA,NA,.864022000,15.169424230,.864022000,Edge-Only,PocketSphinx,192.168.1.182
.560600000,21.763202310,3.477113673,.399750000,22.723552310,3.2772822302,.0000483621,215620,3708,NA,384623.6175526221,9275.7973733583,NA,NA,.960350000,22.723552310,.960350000,Edge-Only,PocketSphinx,192.168.1.182
.520453000,24.474636933,3.548547774,.364448000,25.359537933,3.6855923852,.0000543875,215620,3716,NA,414292.9332715922,10196.2419878830,NA,NA,.884901000,25.359537933,.884901000,Edge-Only,PocketSphinx,192.168.1.182
.426694000,14.331307712,3.504157262,.388850000,15.146851712,3.1446836572,.0000318470,148876,3700,NA,348905.7732239028,9515.2372380095,NA,NA,.815544000,15.146851712,.815544000,Edge-Only,PocketSphinx,192.168.1.182
.506321000,21.896354599,3.568511456,.407071000,22.809746599,3.2973333984,.0000486580,215620,3708,NA,425856.3243475976,9108.9760754266,NA,NA,.913392000,22.809746599,.913392000,Edge-Only,PocketSphinx,192.168.1.182
.505725000,24.498638322,3.552728428,.401649000,25.406012322,3.6892067120,.0000544408,215620,3716,NA,426358.1986257353,9251.8592104051,NA,NA,.907374000,25.406012322,.907374000,Edge-Only,PocketSphinx,192.168.1.182
.434094000,14.362780711,3.529978827,.596427000,15.393301711,3.1515897001,.0000319169,148876,3700,NA,342957.9768437250,6203.6091592097,NA,NA,1.030521000,15.393301711,1.030521000,Edge-Only,PocketSphinx,192.168.1.182
.395654000,21.970801770,3.527238168,.583744000,22.950199770,3.3085442665,.0000488235,215620,3708,NA,544971.1111223442,6352.0995504878,NA,NA,.979398000,22.950199770,.979398000,Edge-Only,PocketSphinx,192.168.1.182
.456454000,24.479895902,3.467390822,.550648000,25.486997902,3.6863843240,.0000543992,215620,3716,NA,472380.5684691118,6748.4127791256,NA,NA,1.007102000,25.486997902,1.007102000,Edge-Only,PocketSphinx,192.168.1.182
.404742000,14.451884870,3.544465357,.420823000,15.277449870,3.1711416069,.0000321149,148876,3700,NA,367829.3826684653,8792.2950979390,NA,NA,.825565000,15.277449870,.825565000,Edge-Only,PocketSphinx,192.168.1.182
.507479000,21.785529574,3.500181043,.364493000,22.657501574,3.2806444534,.0000484118,215620,3708,NA,424884.5765046435,10173.0348730977,NA,NA,.871972000,22.657501574,.871972000,Edge-Only,PocketSphinx,192.168.1.182
.425176000,24.493294743,3.477617273,.416662000,25.335132743,3.6884020318,.0000544289,215620,3716,NA,507131.1645059928,8918.4998871987,NA,NA,.841838000,25.335132743,.841838000,Edge-Only,PocketSphinx,192.168.1.182
.476853000,14.313943630,3.523608714,.411320000,15.202116630,3.1408734993,.0000318084,148876,3700,NA,312205.2288650800,8995.4293494116,NA,NA,.888173000,15.202116630,.888173000,Edge-Only,PocketSphinx,192.168.1.182
.444356000,21.764482474,3.498748813,.510359000,22.719197474,3.2774750078,.0000483650,215620,3708,NA,485241.5630710511,7265.4739115015,NA,NA,.954715000,22.719197474,.954715000,Edge-Only,PocketSphinx,192.168.1.182
.421421000,24.470107033,3.476714052,.363269000,25.254797033,3.6849102355,.0000543774,215620,3716,NA,511649.8703197040,10229.3341848602,NA,NA,.784690000,25.254797033,.784690000,Edge-Only,PocketSphinx,192.168.1.182
.395932000,14.313792962,3.508292559,.551376000,15.261100962,3.1408404386,.0000318081,148876,3700,NA,376014.0630209227,6710.4843156031,NA,NA,.947308000,15.261100962,.947308000,Edge-Only,PocketSphinx,192.168.1.182
.475100000,21.859487170,3.545924832,.378834000,22.713421170,3.2917815973,.0000485761,215620,3708,NA,453841.2965691433,9787.9282218597,NA,NA,.853934000,22.713421170,.853934000,Edge-Only,PocketSphinx,192.168.1.182
.541323000,24.414091498,3.494560820,.395809000,25.351223498,3.6764749549,.0000542529,215620,3716,NA,398320.4112886391,9388.3666111685,NA,NA,.937132000,25.351223498,.937132000,Edge-Only,PocketSphinx,192.168.1.182
.583348000,14.306199629,3.564374200,.368401000,15.257948629,3.1391742522,.0000317912,148876,3700,NA,255209.5833019055,10043.4037909777,NA,NA,.951749000,15.257948629,.951749000,Edge-Only,PocketSphinx,192.168.1.182
.520120000,21.841267914,3.507276369,.384233000,22.745620914,3.2890379917,.0000485356,215620,3708,NA,414558.1788817965,9650.3944221344,NA,NA,.904353000,22.745620914,.904353000,Edge-Only,PocketSphinx,192.168.1.182
.540727000,24.417624143,3.584092363,.408337000,25.366688143,3.6770069297,.0000542608,215620,3716,NA,398759.4479284370,9100.3264460482,NA,NA,.949064000,25.366688143,.949064000,Edge-Only,PocketSphinx,192.168.1.182
.597141000,14.291074101,3.555690295,.524507000,15.412722101,3.1358552947,.0000317576,148876,3700,NA,249314.6509785795,7054.2433180110,NA,NA,1.121648000,15.412722101,1.121648000,Edge-Only,PocketSphinx,192.168.1.182
.394069000,21.958241277,3.514612627,.384382000,22.736692277,3.3066528040,.0000487956,215620,3708,NA,547163.0602762460,9646.6535893980,NA,NA,.778451000,22.736692277,.778451000,Edge-Only,PocketSphinx,192.168.1.182
.468513000,24.455353453,3.555889045,.342881000,25.266747453,3.6826885199,.0000543446,215620,3716,NA,460222.0215874479,10837.5792184460,NA,NA,.811394000,25.266747453,.811394000,Edge-Only,PocketSphinx,192.168.1.182
T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application,Device
.447591000,17.641575503,4.832710011,.407998000,18.497164503,3.8710475894,.0000392031,148876,3700,NA,332616.1607360290,9068.6719052544,NA,NA,.855589000,18.497164503,.855589000,Edge-Only,PocketSphinx,192.168.1.168
.517196000,23.928143463,3.683555619,.422668000,24.868007463,3.6032968979,.0000531731,215620,3708,NA,416901.9095275292,8772.8429878770,NA,NA,.939864000,24.868007463,.939864000,Edge-Only,PocketSphinx,192.168.1.168
.408813000,26.505429632,3.726457917,.415247000,27.329489632,3.9914058739,.0000589003,215620,3716,NA,527429.4114913175,8948.8906602576,NA,NA,.824060000,27.329489632,.824060000,Edge-Only,PocketSphinx,192.168.1.168
.390909000,15.778110392,3.695569883,.391428000,16.560447392,3.4621520163,.0000350621,148876,3700,NA,380845.6699641092,9452.5685438956,NA,NA,.782337000,16.560447392,.782337000,Edge-Only,PocketSphinx,192.168.1.168
.429810000,23.857356183,3.735224283,.555228000,24.842394183,3.5926371663,.0000530158,215620,3700,NA,501663.5257439333,6663.9290525693,NA,NA,.985038000,24.842394183,.985038000,Edge-Only,PocketSphinx,192.168.1.168
.396333000,26.603086326,3.775652220,.433708000,27.433127326,4.0061118232,.0000591173,215620,3716,NA,544037.4634461425,8567.9766109917,NA,NA,.830041000,27.433127326,.830041000,Edge-Only,PocketSphinx,192.168.1.168
.484697000,15.754650520,3.688568905,.433494000,16.672841520,3.4570042742,.0000350099,148876,3700,NA,307152.7160267135,8535.2969129907,NA,NA,.918191000,16.672841520,.918191000,Edge-Only,PocketSphinx,192.168.1.168
.527777000,23.851090204,3.720020385,.603727000,24.982594204,3.5916935836,.0000530018,215620,3708,NA,408543.7599592252,6141.8488820278,NA,NA,1.131504000,24.982594204,1.131504000,Edge-Only,PocketSphinx,192.168.1.168
.384360000,26.569119064,3.733377028,.396470000,27.349949064,4.0009967531,.0000590418,215620,3716,NA,560984.4937038193,9372.7142028400,NA,NA,.780830000,27.349949064,.780830000,Edge-Only,PocketSphinx,192.168.1.168
.583669000,15.880521491,3.717615462,.489776000,16.953966491,3.4846238322,.0000352896,148876,3700,NA,255069.2258797366,7554.4738819378,NA,NA,1.073445000,16.953966491,1.073445000,Edge-Only,PocketSphinx,192.168.1.168
.395366000,23.737612619,3.723922617,.439964000,24.572942619,3.5746051943,.0000527497,215620,3708,NA,545368.0893147109,8427.9622878235,NA,NA,.835330000,24.572942619,.835330000,Edge-Only,PocketSphinx,192.168.1.168
.375937000,26.814406371,3.689682051,.441882000,27.632225371,4.0379341358,.0000595869,215620,3716,NA,573553.5475358903,8409.4848851050,NA,NA,.817819000,27.632225371,.817819000,Edge-Only,PocketSphinx,192.168.1.168
.486480000,15.736178687,3.686222856,.407997000,16.630655687,3.4529510452,.0000349689,148876,3700,NA,306026.9692484788,9068.6941325548,NA,NA,.894477000,16.630655687,.894477000,Edge-Only,PocketSphinx,192.168.1.168
.434985000,24.149103939,3.728165678,.394406000,24.978494939,3.6365709461,.0000536641,215620,3708,NA,495695.2538593284,9401.4796935137,NA,NA,.829391000,24.978494939,.829391000,Edge-Only,PocketSphinx,192.168.1.168
.530780000,26.633167834,3.682386848,.415501000,27.579448834,4.0106417444,.0000591842,215620,3716,NA,406232.3373148950,8943.4201121056,NA,NA,.946281000,27.579448834,.946281000,Edge-Only,PocketSphinx,192.168.1.168
.496467000,15.763288052,3.730408067,.399491000,16.659246052,3.4588995866,.0000350291,148876,3700,NA,299870.8876924347,9261.7856222042,NA,NA,.895958000,16.659246052,.895958000,Edge-Only,PocketSphinx,192.168.1.168
.496618000,23.882458875,3.712818230,.472501000,24.851577875,3.5964173364,.0000530716,215620,3708,NA,434176.7716836683,7847.6024389366,NA,NA,.969119000,24.851577875,.969119000,Edge-Only,PocketSphinx,192.168.1.168
.462954000,26.504290418,3.693688611,.419991000,27.387235418,3.9912343217,.0000588978,215620,3716,NA,465748.2168854789,8847.8086435185,NA,NA,.882945000,27.387235418,.882945000,Edge-Only,PocketSphinx,192.168.1.168
.462887000,15.653920587,3.707883683,.493415000,16.610222587,3.4349013523,.0000347861,148876,3700,NA,321624.9322188784,7498.7586514394,NA,NA,.956302000,16.610222587,.956302000,Edge-Only,PocketSphinx,192.168.1.168
.453107000,24.055144079,3.698492130,.418786000,24.927037079,3.6224216966,.0000534553,215620,3708,NA,475869.9380058131,8854.1641793183,NA,NA,.871893000,24.927037079,.871893000,Edge-Only,PocketSphinx,192.168.1.168
.580179000,26.636372435,3.695114184,.602412000,27.818963435,4.0111243196,.0000591913,215620,3708,NA,371643.9236856211,6155.2558713969,NA,NA,1.182591000,27.818963435,1.182591000,Edge-Only,PocketSphinx,192.168.1.168
.386373000,15.701369707,3.710945496,.380207000,16.467949707,3.4453129962,.0000348915,148876,3700,NA,385316.7793815820,9731.5409763628,NA,NA,.766580000,16.467949707,.766580000,Edge-Only,PocketSphinx,192.168.1.168
.469271000,23.855043010,3.676425918,.327157000,24.651471010,3.5922888297,.0000530106,215620,3708,NA,459478.6381429920,11334.0078311024,NA,NA,.796428000,24.651471010,.796428000,Edge-Only,PocketSphinx,192.168.1.168
.384270000,26.799321233,3.780766480,.455922000,27.639513233,4.0356624915,.0000595534,215620,3716,NA,561115.8820620917,8150.5169743947,NA,NA,.840192000,27.639513233,.840192000,Edge-Only,PocketSphinx,192.168.1.168
.408001000,15.677482279,3.689893860,.494850000,16.580333279,3.4400714366,.0000348385,148876,3700,NA,364891.2625214153,7477.0132363342,NA,NA,.902851000,16.580333279,.902851000,Edge-Only,PocketSphinx,192.168.1.168
.380776000,24.106133342,3.679647467,.390969000,24.877878342,3.6301000797,.0000535686,215620,3708,NA,566264.6805470933,9484.1278976082,NA,NA,.771745000,24.877878342,.771745000,Edge-Only,PocketSphinx,192.168.1.168
.463587000,26.750700533,3.723007986,.487967000,27.702254533,4.0283407861,.0000594454,215620,3716,NA,465112.2658745823,7615.2690653261,NA,NA,.951554000,27.702254533,.951554000,Edge-Only,PocketSphinx,192.168.1.168
.423040000,15.801634046,3.726123489,.399167000,16.623841046,3.4673137539,.0000351143,148876,3700,NA,351919.4402420574,9269.3033241725,NA,NA,.822207000,16.623841046,.822207000,Edge-Only,PocketSphinx,192.168.1.168
.376148000,23.948775329,3.737061653,.372561000,24.697484329,3.6064038142,.0000532189,215620,3708,NA,573231.8130097727,9952.7325726525,NA,NA,.748709000,24.697484329,.748709000,Edge-Only,PocketSphinx,192.168.1.168
.400882000,26.557641906,3.701166822,.449758000,27.408281906,3.9992684281,.0000590163,215620,3716,NA,537864.0098582625,8262.2210166356,NA,NA,.850640000,27.408281906,.850640000,Edge-Only,PocketSphinx,192.168.1.168
T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application,Device
.520752000,21.953983776,4.706068250,.798858000,23.273593776,4.8173087466,.0000487861,148876,3700,NA,285886.5640458413,4631.6116255955,NA,NA,1.319610000,23.273593776,1.319610000,Edge-Only,PocketSphinx,192.168.1.224
.507014000,31.297033562,3.401470182,.508107000,32.312154562,4.7129650540,.0000695482,215620,3708,NA,425274.2527819744,7297.6754896114,NA,NA,1.015121000,32.312154562,1.015121000,Edge-Only,PocketSphinx,192.168.1.224
.513198000,33.716738432,3.356299209,.558338000,34.788274432,5.0773441403,.0000749253,215620,3716,NA,420149.7277853771,6655.4667602778,NA,NA,1.071536000,34.788274432,1.071536000,Edge-Only,PocketSphinx,192.168.1.224
.515144000,20.301371034,3.356566025,.548695000,21.365210034,4.4546799910,.0000451137,148876,3700,NA,288998.8042178497,6743.2726742543,NA,NA,1.063839000,21.365210034,1.063839000,Edge-Only,PocketSphinx,192.168.1.224
.519009000,30.708738382,3.369225706,.509241000,31.736988382,4.6243747210,.0000682409,215620,3708,NA,415445.5895755179,7281.4247085368,NA,NA,1.028250000,31.736988382,1.028250000,Edge-Only,PocketSphinx,192.168.1.224
.496488000,34.272299746,3.373751514,.538988000,35.307775746,5.1610051382,.0000761599,215620,3716,NA,434290.4561640966,6894.4021017165,NA,NA,1.035476000,35.307775746,1.035476000,Edge-Only,PocketSphinx,192.168.1.224
.492782000,20.076340877,3.374917962,.473963000,21.043085877,4.4053021763,.0000446136,148876,3700,NA,302113.3077101030,7806.5165424305,NA,NA,.966745000,21.043085877,.966745000,Edge-Only,PocketSphinx,192.168.1.224
.578710000,30.835436128,3.414287432,.486941000,31.901087128,4.6434539110,.0000685225,215620,3708,NA,372587.3062501079,7614.8855816207,NA,NA,1.065651000,31.901087128,1.065651000,Edge-Only,PocketSphinx,192.168.1.224
.479817000,33.946886375,3.370988173,.507911000,34.934614375,5.1120017129,.0000754367,215620,3716,NA,449379.6593284523,7316.2424125486,NA,NA,.987728000,34.934614375,.987728000,Edge-Only,PocketSphinx,192.168.1.224
.490612000,20.043133709,3.378228399,.522644000,21.056389709,4.3980156089,.0000445398,148876,3700,NA,303449.5691096018,7079.3886469566,NA,NA,1.013256000,21.056389709,1.013256000,Edge-Only,PocketSphinx,192.168.1.224
.521953000,30.673170827,3.415037515,.502550000,31.697673827,4.6190186657,.0000681619,215620,3708,NA,413102.3291369146,7378.3703114117,NA,NA,1.024503000,31.697673827,1.024503000,Edge-Only,PocketSphinx,192.168.1.224
.520559000,33.590487363,3.381743371,.505011000,34.616057363,5.0583322146,.0000746447,215620,3716,NA,414208.5719390117,7358.2555627501,NA,NA,1.025570000,34.616057363,1.025570000,Edge-Only,PocketSphinx,192.168.1.224
.550179000,20.475408482,3.392747503,.566290000,21.591877482,4.4928686008,.0000455004,148876,3700,NA,270595.5698054633,6533.7547899486,NA,NA,1.116469000,21.591877482,1.116469000,Edge-Only,PocketSphinx,192.168.1.224
.685393000,30.905395897,3.370488743,.536903000,32.127691897,4.6539890291,.0000686779,215620,3708,NA,314593.2333712191,6906.2754352275,NA,NA,1.222296000,32.127691897,1.222296000,Edge-Only,PocketSphinx,192.168.1.224
