T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application,Device
4.328897000,.827450929,1.273446353,2.342565000,7.498912929,NA,.0000036775,430828,5736,NA,99523.7354919740,2448.5980111544,NA,NA,6.671462000,7.498912929,6.671462000,Cloud-Only,Aeneas
4.320362000,.826494750,1.272839049,2.352727000,7.499583750,NA,.0000036732,420780,5736,NA,97394.6164696384,2438.0219209453,NA,NA,6.673089000,7.499583750,6.673089000,Cloud-Only,Aeneas
4.217321000,.814983643,1.272323882,2.380820000,7.413124643,NA,.0000036221,433752,5736,NA,102850.1268933524,2409.2539545198,NA,NA,6.598141000,7.413124643,6.598141000,Cloud-Only,Aeneas
4.479575000,.833150979,1.276882299,2.368164000,7.680889979,NA,.0000037028,430828,5736,NA,96176.0881333608,2422.1295484603,NA,NA,6.847739000,7.680889979,6.847739000,Cloud-Only,Aeneas
4.404724000,.823573890,1.273599252,2.027580000,7.255877890,NA,.0000036602,420760,5736,NA,95524.7139207814,2828.9882520048,NA,NA,6.432304000,7.255877890,6.432304000,Cloud-Only,Aeneas
3.873909000,.827939818,1.275430299,2.050739000,6.752587818,NA,.0000036796,433732,5736,NA,111962.3615319822,2797.0404815044,NA,NA,5.924648000,6.752587818,5.924648000,Cloud-Only,Aeneas
3.627740000,.829022491,1.275225848,2.026745000,6.483507491,NA,.0000036845,430828,5736,NA,118759.3377695204,2830.1537687276,NA,NA,5.654485000,6.483507491,5.654485000,Cloud-Only,Aeneas
4.141742000,.820137181,1.273157875,2.349807000,7.311686181,NA,.0000036450,420760,5736,NA,101590.1038741669,2441.0515416798,NA,NA,6.491549000,7.311686181,6.491549000,Cloud-Only,Aeneas
4.240618000,.824502686,1.273834153,2.339965000,7.405085686,NA,.0000036644,433732,5736,NA,102280.3751717320,2451.3187163055,NA,NA,6.580583000,7.405085686,6.580583000,Cloud-Only,Aeneas
4.452708000,.841560716,1.279995714,2.386377000,7.680645716,NA,.0000037402,430816,5736,NA,96753.7058347414,2403.6436824525,NA,NA,6.839085000,7.680645716,6.839085000,Cloud-Only,Aeneas
4.455601000,.826044623,1.276157751,2.352125000,7.633770623,NA,.0000036712,420780,5736,NA,94438.4382712904,2438.6459052984,NA,NA,6.807726000,7.633770623,6.807726000,Cloud-Only,Aeneas
